what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340010390069
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340010394475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340010423256
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340010424084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010424475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010424615
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340010426944
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340010435912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010436740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010517959
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340010519444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340010520225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340010521569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340010528428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340010533225
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340010533928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010534334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010534412
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340010542444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010549272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010560319
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340010561584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340010562256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340010563740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340010568162
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340010569037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010569365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010569600
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340010576694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010583365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010608069
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340010609381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340010612834
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340010613850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010614194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010614381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010618459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010647897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340010658912
