what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340071905953
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1340071907062
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340071908921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340071922187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340071922265
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340071927437
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1340071928312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340071929812
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340071931593
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1340071931640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340071931812
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1340071931812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340071931812
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1340071936515
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1340071936765
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1340071936906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340071937046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340071950109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340071955593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340071958937
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340071959046
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340071959140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340071964171
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340071970984
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340071974796
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340071979500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340071983562
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340071986828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340071986859
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1340071986875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340071986875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340071989812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072004843
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340072008250
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340072008375
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340072013750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072014031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072016125
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1340072022281
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1340072022468
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1340072022500
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1340072022562
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1340072023296
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1340072023375
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1340072023390
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1340072023390
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1340072023437
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1340072032234
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1340072033125
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1340072033156
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340072033437
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340072036890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072058812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072058859
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1340072058875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072062406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072075531
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340072077796
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340072079375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072092312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072100421
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340072103265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072110031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072112140
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.moveResources",1340072112156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.move",1340072112156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072114375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072114390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072114468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072191203
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340072192796
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340072194453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072196468
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340072197968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072198000
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1340072198000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340072198000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072200921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072214203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072220187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072222500
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340072222625
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340072222718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340072225859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072226890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072229656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340072230546
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340072237437
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340072250968
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340072253296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072259750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072261531
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340072263343
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1340072264171
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340072266171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072347796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072347812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072348187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072514968
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340072520078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072534500
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1340072536687
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1340072536734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072602109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1340072602125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072606796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072621359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1340072621375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072623640
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340072627156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072627187
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1340072627203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340072627203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072629562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072668437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340072670562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076246296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076247015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076248828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076249828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076249843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076250203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076258890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076260218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076523343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076523656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076524218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076945359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076946093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076946109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076946187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076972218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076975078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076975453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076976078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076976953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340076977015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340078459250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340078459531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340078460312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079285390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079286546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079329843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079333656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079337359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079345171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079348359
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1340079348375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340079348375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079351984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079358640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079370640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079374578
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340079374656
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340079374718
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340079375859
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340079377296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340079412187
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340079413640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079413921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079414187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079416343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079416375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079416390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079418140
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340079422703
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.binaryEditor",1340079428546
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.binaryEditor",1340079428671
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340079429734
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.binaryEditor",1340079431671
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340079432796
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.binaryEditor",1340079433984
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.binaryEditor",1340079434312
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340079435328
error,log,,,"Cannot add P/stork to the list of segments in Debug::P/stork:: as a parent.",1340079438671
error,log,,,"Cannot add P/stork to the list of segments in Debug::P/stork::Includes:: as a parent.",1340079438671
error,log,,,"Cannot add P/stork to the list of segments in Debug::P/stork:: as a parent.",1340079438671
error,log,,,"Cannot add P/stork to the list of segments in Debug::P/stork::ssss.c:: as a parent.",1340079438671
error,log,,,"Cannot add P/stork to the list of segments in Debug::P/stork:: as a parent.",1340079438671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079442250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079509203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1340079509218
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.binaryEditor",1340079514750
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.binaryEditor",1340079514781
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.binaryEditor",1340079514781
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340079515531
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.binaryEditor",1340079515531
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340079518937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079519203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079519468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079521437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079521468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079521484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079522562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079525078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079548718
error,log,,,"Error starting process.",1340079548968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079549031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340079558250
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340079560437
error,log,,,"Error starting process.",1340079562218
activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1342427735187
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1342427735187
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1342427735203
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1342427735218
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1342427735218
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1342427735218
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1342427735218
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1342427735234
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1342427735234
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1342427735250
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1342427735265
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1342427735281
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1342427735296
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1342427735312
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1342427735312
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1342427735312
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1342427735328
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1342427735343
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1342427735343
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1342427735359
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1342427735359
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1342427735375
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1342427735390
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1342427735406
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1342427735421
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1342427735437
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1342427735453
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1342427735468
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1342427735484
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1342427735500
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1342427735531
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1342427735531
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1342427735531
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1342427735546
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1342427735562
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1342427735578
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1342427735593
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1342427735593
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1342427735609
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1342427735609
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1342427735625
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1342427735625
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1342427735640
