what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011473178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011476397
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340011476397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011479944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011483147
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340011483162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011487647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011490959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011499850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011529709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011530490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011532725
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340011533381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011534850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011551834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1340011551850
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340011552506
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340011556975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011558240
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340011559522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011559569
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1340011559584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340011559584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011562397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011585240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011595912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011602647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011609037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011610006
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1340011610022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340011610022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011612506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011616115
